applicant_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,num_credit_lines,debt_to_income,previous_defaults,home_ownership,loan_purpose,default
1206,65,55700.0,23.2,655,5400.0,48,1,0.077,0,Mortgage,Business,0
1207,45,75100.0,10.9,628,49300.0,36,4,0.225,0,Rent,Education,0
1208,56,70200.0,11.5,744,14400.0,36,3,0.372,0,Rent,Business,0
1209,33,66900.0,2.4,591,31000.0,60,2,0.286,0,Mortgage,Debt consolidation,0
1210,69,58300.0,20.8,668,26100.0,60,2,0.2,0,Rent,Education,0
1211,51,43600.0,9.8,587,20200.0,36,3,0.217,0,Own,Debt consolidation,0
1212,59,127700.0,11.7,520,9800.0,48,8,0.135,0,Rent,Debt consolidation,0
1213,42,31100.0,11.5,658,8800.0,60,4,0.236,1,Rent,Education,0
1214,63,49100.0,20.1,569,4600.0,36,3,0.333,0,Rent,Education,0
1215,21,49400.0,0.1,669,19900.0,36,4,0.231,0,Mortgage,Education,0
1216,24,59900.0,3.3,759,34600.0,36,3,0.14,0,Mortgage,Home improvement,0
1217,44,39500.0,11.0,818,23900.0,36,6,0.473,0,Rent,Home improvement,0
1218,56,57400.0,17.0,677,6000.0,48,5,0.081,0,Mortgage,Debt consolidation,0
1219,60,45100.0,18.6,752,6800.0,36,5,0.455,0,Own,Education,0
1220,41,22200.0,1.4,702,13600.0,24,3,0.14,0,Rent,Car,0
1221,52,49300.0,12.9,639,24700.0,36,5,0.247,0,Rent,Education,0
1222,47,28300.0,13.2,516,21500.0,48,5,0.185,0,Rent,Debt consolidation,1
1223,68,20600.0,18.8,800,4600.0,12,7,0.103,0,Mortgage,Home improvement,0
1224,52,52500.0,13.7,586,8000.0,36,6,0.073,2,Rent,Debt consolidation,0
1225,40,62600.0,11.1,781,22400.0,12,4,0.121,0,Mortgage,Home improvement,0
1226,69,63800.0,20.6,713,37700.0,60,6,0.092,1,Mortgage,Debt consolidation,0
1227,23,65100.0,5.0,592,30100.0,24,6,0.275,0,Rent,Debt consolidation,0
1228,70,18700.0,24.2,695,2500.0,12,3,0.049,0,Rent,Car,0
1229,26,24800.0,2.8,841,2700.0,48,2,0.092,0,Own,Education,0
1230,33,131500.0,5.4,793,82300.0,12,3,0.181,0,Mortgage,Debt consolidation,0
1231,61,29000.0,8.6,629,8800.0,48,6,0.42,0,Own,Debt consolidation,0
1232,56,66500.0,14.2,613,41200.0,36,4,0.548,0,Mortgage,Car,0
1233,69,34800.0,16.3,678,10500.0,60,2,0.289,1,Rent,Medical,0
1234,57,51000.0,16.3,657,16200.0,24,3,0.255,0,Mortgage,Debt consolidation,0
1235,51,35700.0,13.7,766,8200.0,12,3,0.096,0,Mortgage,Home improvement,0
1236,36,64900.0,9.3,729,57500.0,24,5,0.347,0,Mortgage,Medical,0
1237,18,52500.0,0.0,535,3300.0,60,2,0.244,0,Mortgage,Business,0
1238,24,39200.0,2.3,707,6200.0,60,4,0.018,0,Mortgage,Business,0
1239,33,29000.0,12.8,656,22100.0,24,4,0.086,0,Rent,Home improvement,0
1240,20,56000.0,1.5,673,9400.0,24,3,0.591,0,Rent,Medical,0
1241,44,26700.0,6.5,690,7700.0,24,1,0.398,0,Mortgage,Business,1
1242,59,60700.0,14.7,766,16600.0,24,6,0.011,0,Mortgage,Business,0
1243,69,182300.0,19.3,748,117100.0,24,5,0.381,0,Mortgage,Debt consolidation,0
1244,43,96300.0,11.8,610,38500.0,60,3,0.259,0,Rent,Home improvement,0
1245,64,70200.0,15.6,665,53700.0,12,1,0.303,0,Own,Home improvement,0
1246,70,47000.0,19.9,634,32200.0,60,6,0.243,0,Rent,Home improvement,0
1247,63,18600.0,,535,9300.0,12,3,0.206,0,Mortgage,Debt consolidation,0
1248,42,25300.0,8.3,661,6600.0,60,2,0.212,2,Rent,Business,0
1249,35,93100.0,9.2,818,67400.0,36,2,0.136,0,Rent,Business,0
1250,69,33000.0,22.3,533,25900.0,12,4,0.414,0,Rent,Education,0
1251,30,34600.0,8.3,668,26300.0,48,2,0.117,0,Mortgage,Business,0
1252,39,45100.0,7.4,666,4200.0,24,3,0.36,0,Mortgage,Car,0
1253,21,28800.0,3.0,693,18500.0,60,3,0.073,0,Rent,Debt consolidation,0
1254,60,26500.0,12.7,593,17200.0,48,0,0.214,0,Rent,Business,1
1255,52,47800.0,9.4,556,40700.0,60,3,0.078,0,Rent,Medical,1
1256,22,31400.0,0.0,560,8600.0,60,4,0.315,1,Rent,Home improvement,1
1257,29,33800.0,4.4,776,24300.0,24,2,0.35,0,Mortgage,Home improvement,1
1258,47,33200.0,15.2,591,21100.0,36,6,0.042,0,Rent,Education,0
1259,46,63700.0,9.4,630,50800.0,48,2,0.513,0,Rent,Medical,1
1260,60,43600.0,15.4,838,27900.0,36,7,0.353,0,Mortgage,Car,0
1261,32,44800.0,5.0,611,34700.0,36,4,0.31,1,Mortgage,Business,0
1262,67,66100.0,21.3,697,23500.0,24,8,0.165,0,Rent,Business,1
1263,41,45700.0,7.8,755,8400.0,48,5,0.201,0,Rent,Car,0
1264,61,42700.0,15.6,751,15300.0,36,3,0.185,0,Rent,Education,0
1265,30,62000.0,0.8,563,46100.0,12,3,0.242,0,Rent,Home improvement,1
1266,19,68500.0,0.0,613,11100.0,60,7,0.393,0,Rent,Debt consolidation,0
1267,20,45500.0,2.0,694,26900.0,60,5,0.178,0,Rent,Debt consolidation,0
1268,37,51000.0,7.9,824,45400.0,36,5,0.276,0,Rent,Home improvement,0
1269,68,33200.0,17.8,609,26900.0,24,2,0.394,0,Mortgage,Debt consolidation,0
1270,20,31900.0,2.0,631,19800.0,48,4,0.231,0,Mortgage,Business,1
1271,37,72000.0,5.8,704,52100.0,24,4,0.398,0,Own,Car,0
1272,23,61200.0,5.0,720,9100.0,36,1,0.016,0,Own,Business,0
1273,67,61600.0,23.8,724,29200.0,48,5,0.251,0,Rent,Car,0
1274,53,56400.0,14.2,602,28300.0,24,5,0.074,0,Own,Car,0
1275,58,50200.0,11.5,627,35900.0,24,3,0.028,0,Mortgage,Education,0
1276,55,69400.0,21.7,687,20100.0,12,6,0.227,0,Mortgage,Debt consolidation,0
1277,52,78200.0,14.8,771,11000.0,36,4,0.367,0,Mortgage,Debt consolidation,0
1278,59,77300.0,15.4,651,49700.0,36,5,0.174,2,Rent,Home improvement,1
1279,18,46600.0,0.0,668,21800.0,24,3,0.506,0,Rent,Debt consolidation,1
1280,63,98100.0,20.1,588,75100.0,60,2,0.111,0,Mortgage,Home improvement,0
1281,57,55000.0,19.5,819,25300.0,48,1,0.315,0,Mortgage,Car,0
1282,57,67300.0,13.6,682,51800.0,24,2,0.083,0,Rent,Car,0
1283,38,56400.0,9.0,756,27200.0,36,8,0.153,0,Rent,Medical,0
1284,60,55500.0,13.2,672,39700.0,36,7,0.166,2,Mortgage,Business,1
1285,38,33900.0,10.0,677,22500.0,36,6,0.262,0,Mortgage,Car,0
1286,20,69600.0,0.7,550,19200.0,36,5,0.087,0,Mortgage,Car,1
1287,66,203300.0,20.0,498,63600.0,24,3,0.15,0,Rent,Medical,0
1288,30,40600.0,4.4,770,33100.0,24,1,0.405,0,Rent,Business,0
1289,23,,1.2,676,12500.0,24,4,0.348,2,Mortgage,Education,0
1290,50,39200.0,10.2,687,25200.0,24,0,0.127,0,Rent,Home improvement,0
1291,30,38400.0,7.2,570,6700.0,48,6,0.36,0,Rent,Home improvement,1
1292,63,106100.0,22.5,598,73400.0,60,3,0.262,2,Mortgage,Debt consolidation,1
1293,41,35000.0,7.5,755,8400.0,48,3,0.386,0,Rent,Debt consolidation,0
1294,18,38700.0,0.0,809,21500.0,60,2,0.198,0,Mortgage,Medical,0
1295,68,22200.0,21.3,620,11800.0,36,4,0.383,0,Rent,Business,0
1296,45,33600.0,10.8,724,7500.0,24,10,0.131,0,Rent,Home improvement,1
1297,31,20900.0,0.6,685,9800.0,60,4,0.341,1,Mortgage,Education,1
1298,53,67200.0,10.1,660,53600.0,12,2,0.136,0,Rent,Home improvement,0
1299,46,198800.0,8.9,818,124900.0,24,2,0.097,0,Rent,Debt consolidation,0
1300,19,40800.0,0.0,634,36500.0,60,4,0.092,0,Rent,Debt consolidation,0
1301,58,21300.0,20.2,769,15300.0,48,6,0.236,1,Rent,Education,0
1302,39,76900.0,9.5,701,45900.0,60,7,0.022,1,Mortgage,Business,0
1303,55,34100.0,14.7,669,18000.0,24,6,0.119,0,Mortgage,Debt consolidation,0
1304,65,93900.0,12.2,780,79500.0,48,5,0.249,0,Rent,Debt consolidation,0
1305,50,42600.0,7.3,693,21200.0,24,1,0.387,0,Rent,Debt consolidation,0
1306,53,35700.0,14.0,662,14000.0,36,2,0.696,0,Mortgage,Medical,0
1307,31,44800.0,11.1,780,34000.0,60,3,0.163,0,Mortgage,Business,0
1308,30,71600.0,2.7,770,60800.0,36,4,0.353,0,Mortgage,Home improvement,0
1309,39,43800.0,11.0,766,20000.0,48,5,0.381,0,Mortgage,Car,1
1310,63,38200.0,16.6,359,6400.0,60,3,0.164,2,Rent,Education,1
1311,45,44400.0,11.0,705,25200.0,60,7,0.152,0,Mortgage,Business,0
1312,36,26000.0,10.8,687,17700.0,12,6,0.048,0,Mortgage,Education,0
1313,59,59800.0,15.4,667,22000.0,24,4,0.179,1,Rent,Car,1
1314,63,20100.0,15.9,719,13800.0,60,4,0.152,0,Rent,Debt consolidation,0
1315,65,39300.0,23.1,691,19700.0,36,5,0.262,0,Rent,Debt consolidation,0
1316,33,71700.0,6.1,724,22000.0,36,4,0.451,0,Mortgage,Education,0
1317,55,57000.0,18.1,649,33400.0,12,4,0.057,0,Rent,Business,0
1318,49,65900.0,10.3,790,25100.0,12,6,0.218,0,Own,Medical,0
1319,41,47500.0,13.4,732,34100.0,60,2,0.243,0,Rent,Education,0
1320,39,88000.0,9.2,713,4600.0,36,2,0.345,0,Rent,Debt consolidation,0
1321,24,77800.0,3.7,709,58000.0,48,2,0.254,0,Own,Home improvement,0
1322,32,61300.0,6.0,763,19000.0,24,7,0.466,0,Mortgage,Medical,0
1323,47,77900.0,10.1,752,67400.0,24,4,0.482,0,Rent,Debt consolidation,0
1324,64,71300.0,18.4,661,49600.0,36,2,0.252,0,Mortgage,Car,0
1325,63,39400.0,16.7,749,10000.0,60,6,0.35,2,Mortgage,Debt consolidation,0
1326,27,25000.0,6.5,684,22000.0,24,3,0.134,0,Mortgage,Home improvement,0
1327,54,60500.0,13.8,823,28700.0,36,4,0.114,0,Mortgage,Business,0
1328,22,64400.0,0.0,758,31800.0,36,5,0.046,0,Mortgage,Home improvement,0
1329,53,84600.0,9.0,620,69600.0,12,1,0.243,0,Mortgage,Business,0
1330,36,30700.0,2.0,850,25500.0,36,3,0.233,0,Mortgage,Car,0
1331,41,31200.0,11.1,502,20000.0,36,5,0.419,0,Mortgage,Debt consolidation,1
1332,56,61700.0,11.7,721,54400.0,12,5,0.31,0,Own,Debt consolidation,0
1333,40,47300.0,9.7,614,15600.0,36,4,0.35,0,Own,Business,0
1334,60,19100.0,17.2,821,4700.0,12,5,0.297,0,Mortgage,Car,0
1335,46,59100.0,11.0,690,4400.0,48,6,0.051,0,Mortgage,Education,0
1336,70,19400.0,22.1,606,6700.0,60,6,0.119,0,Mortgage,Education,0
1337,51,30600.0,13.7,649,17200.0,60,0,0.139,0,Rent,Debt consolidation,0
1338,33,96400.0,0.0,613,29800.0,48,8,0.427,0,Own,Home improvement,0
1339,59,122100.0,15.4,646,66300.0,36,3,0.357,0,Rent,Debt consolidation,0
1340,39,26700.0,9.7,644,2400.0,36,2,0.172,0,Rent,Education,0
1341,46,41600.0,16.1,610,14600.0,36,0,0.331,0,Rent,Medical,0
1342,25,50100.0,7.0,692,34400.0,12,5,0.431,0,Mortgage,Medical,0
1343,24,119400.0,0.0,701,16600.0,48,5,0.137,0,Rent,Home improvement,0
1344,48,38300.0,11.0,590,25200.0,12,2,0.396,0,Rent,Home improvement,1
1345,27,38600.0,0.0,537,27000.0,36,4,0.416,0,Rent,Business,1
1346,70,106300.0,,695,56700.0,36,4,0.373,0,Own,Car,0
1347,63,40600.0,21.0,713,32600.0,48,5,0.367,2,Own,Business,0
1348,55,70300.0,15.9,728,60600.0,36,5,0.101,0,Rent,Education,0
1349,56,23400.0,,714,1900.0,36,3,0.244,0,Mortgage,Car,0
1350,49,45000.0,16.5,796,28200.0,36,3,0.483,0,Rent,Car,0
1351,21,21400.0,3.0,750,5400.0,60,1,0.142,2,Mortgage,Business,0
1352,38,28900.0,11.5,850,11500.0,48,2,0.155,0,Rent,Car,0
1353,44,74600.0,11.8,850,43200.0,24,1,0.49,0,Own,Car,0
1354,66,47800.0,18.2,529,31300.0,60,4,0.327,0,Rent,Education,0
1355,29,41800.0,6.7,494,31900.0,12,3,0.457,0,Mortgage,Debt consolidation,1
1356,44,33700.0,12.8,669,21900.0,24,0,0.37,0,Mortgage,Business,0
1357,36,43900.0,6.6,710,31200.0,24,4,0.405,0,Mortgage,Debt consolidation,1
1358,25,57000.0,1.7,664,31900.0,36,5,0.37,0,Rent,Home improvement,1
1359,23,80100.0,5.0,726,12000.0,36,5,0.217,0,Mortgage,Home improvement,0
1360,37,13200.0,12.6,648,900.0,36,2,0.457,0,Mortgage,Medical,1
1361,22,32300.0,0.0,614,16200.0,60,5,0.52,0,Rent,Home improvement,1
1362,21,53100.0,0.4,627,35000.0,36,5,0.473,1,Rent,Business,1
1363,36,46700.0,8.3,654,6700.0,24,2,0.182,0,Mortgage,Car,0
1364,28,60000.0,5.5,737,24900.0,36,3,0.233,0,Rent,Debt consolidation,0
1365,47,,10.0,631,15000.0,48,6,0.29,1,Mortgage,Business,0
1366,18,42100.0,0.0,647,22400.0,36,2,0.024,0,Own,Business,0
1367,33,37700.0,7.3,716,14400.0,36,5,0.282,0,Rent,Education,0
1368,42,43400.0,11.2,654,9600.0,36,3,0.32,0,Own,Car,0
1369,69,87100.0,25.7,759,4700.0,36,3,0.255,0,Mortgage,Education,0
1370,51,34000.0,11.9,596,11000.0,36,4,0.232,0,Mortgage,Debt consolidation,1
1371,64,47500.0,18.1,579,23200.0,60,5,0.219,0,Rent,Business,0
1372,36,53700.0,3.4,694,45100.0,24,5,0.218,0,Own,Home improvement,0
1373,41,107000.0,8.7,702,26000.0,12,3,0.309,0,Mortgage,Car,0
1374,40,42200.0,4.3,601,20500.0,48,2,0.06,0,Mortgage,Medical,0
1375,65,79200.0,21.0,777,42100.0,60,7,0.036,0,Own,Debt consolidation,0
1376,68,90800.0,21.3,824,54600.0,36,5,0.17,0,Rent,Home improvement,0
1377,69,47500.0,19.6,620,15600.0,36,4,0.59,0,Rent,Debt consolidation,0
1378,57,44100.0,15.3,789,5900.0,60,2,0.225,0,Rent,Car,0
1379,44,41600.0,12.7,479,34700.0,36,3,0.481,0,Own,Debt consolidation,0
1380,46,43100.0,7.8,756,37100.0,36,6,0.25,0,Own,Home improvement,0
1381,69,75100.0,,601,31700.0,36,7,0.35,0,Rent,Debt consolidation,0
1382,33,55000.0,8.1,748,29900.0,36,5,0.224,0,Mortgage,Education,0
1383,36,55100.0,1.9,593,4100.0,36,3,0.296,1,Mortgage,Medical,1
1384,65,27900.0,,665,2500.0,60,3,0.309,0,Rent,Debt consolidation,0
1385,38,,3.0,605,3500.0,24,1,0.089,0,Rent,Debt consolidation,0
1386,30,143200.0,4.4,653,97100.0,24,7,0.223,1,Own,Medical,0
1387,47,44900.0,8.1,816,10900.0,36,7,0.147,0,Rent,Debt consolidation,0
1388,35,33300.0,11.1,661,6900.0,36,8,0.214,0,Mortgage,Home improvement,0
1389,65,100300.0,15.3,839,5700.0,48,6,0.069,2,Mortgage,Debt consolidation,0
1390,66,56400.0,14.2,639,3900.0,60,5,0.231,0,Rent,Business,0
1391,34,65500.0,6.8,789,25800.0,48,7,0.119,1,Mortgage,Car,0
1392,46,,10.0,540,23400.0,60,1,0.105,0,Mortgage,Home improvement,1
1393,70,41800.0,16.3,647,22700.0,24,3,0.119,0,Mortgage,Car,0
1394,57,45000.0,17.2,627,19800.0,24,2,0.256,0,Mortgage,Debt consolidation,0
1395,29,24600.0,0.0,793,10800.0,36,4,0.255,2,Rent,Car,0
1396,49,46900.0,9.3,685,32400.0,48,4,0.19,0,Rent,Home improvement,0
1397,50,56800.0,11.1,503,16800.0,24,2,0.13,0,Rent,Debt consolidation,0
1398,52,123700.0,16.0,565,31200.0,24,1,0.334,0,Mortgage,Business,0
1399,19,51200.0,1.0,589,39700.0,36,4,0.157,0,Rent,Debt consolidation,0
1400,33,15300.0,9.3,745,9700.0,36,4,0.004,0,Own,Debt consolidation,0
1401,63,46800.0,17.5,734,21300.0,36,6,0.296,0,Mortgage,Education,0
1402,30,192900.0,,646,54800.0,60,5,0.104,0,Own,Debt consolidation,0
1403,33,75600.0,7.2,626,12600.0,24,2,0.132,0,Rent,Education,0
1404,35,32700.0,11.2,727,2700.0,36,2,0.143,1,Mortgage,Car,0
1405,27,65900.0,7.3,580,51000.0,12,2,0.559,0,Own,Debt consolidation,0
1406,26,33800.0,4.6,707,18700.0,24,6,0.39,2,Rent,Home improvement,1
1407,36,24900.0,3.6,700,2200.0,36,4,0.022,0,Mortgage,Business,0
1408,64,41200.0,16.8,648,7600.0,36,5,0.47,1,Rent,Education,0
1409,18,51300.0,0.0,702,14800.0,36,6,0.309,0,Own,Education,0
1410,33,19200.0,1.7,678,5300.0,36,3,0.324,0,Mortgage,Debt consolidation,0
1411,21,27600.0,0.0,710,14200.0,60,5,0.196,2,Own,Education,1
1412,47,49300.0,14.4,563,19200.0,24,2,0.51,0,Rent,Business,0
1413,31,40000.0,3.9,719,32000.0,48,4,0.388,0,Mortgage,Education,0
1414,59,59700.0,12.9,752,39500.0,48,2,0.629,0,Rent,Debt consolidation,0
1415,49,26700.0,17.0,696,22000.0,12,3,0.067,0,Rent,Debt consolidation,0
1416,59,,17.8,718,54900.0,36,3,0.31,0,Own,Business,0
1417,51,27100.0,12.1,661,22600.0,12,3,0.299,0,Rent,Debt consolidation,0
1418,41,111500.0,5.8,741,98500.0,12,4,0.717,0,Mortgage,Home improvement,1
1419,63,20800.0,,675,6600.0,24,3,0.21,1,Rent,Home improvement,0
1420,43,28400.0,9.9,578,6500.0,24,6,0.409,0,Own,Home improvement,0
1421,68,60400.0,24.2,736,11500.0,60,6,0.368,0,Mortgage,Debt consolidation,0
1422,70,112700.0,23.5,539,65800.0,60,2,0.247,0,Mortgage,Education,0
1423,49,57400.0,10.8,693,36100.0,36,4,0.091,0,Mortgage,Home improvement,0
1424,53,,12.5,639,8100.0,48,3,0.341,0,Rent,Debt consolidation,1
1425,31,49500.0,9.5,634,37000.0,60,5,0.157,0,Own,Education,0
1426,61,29300.0,21.6,684,21000.0,36,4,0.432,1,Rent,Business,0
1427,53,38400.0,8.4,613,22400.0,36,7,0.334,0,Rent,Car,1
1428,65,26700.0,20.4,711,11200.0,48,5,0.331,0,Mortgage,Car,0
1429,32,25900.0,,675,4700.0,60,6,0.225,1,Rent,Business,0
1430,59,59900.0,13.3,621,28700.0,48,2,0.081,1,Rent,Debt consolidation,0
1431,42,28000.0,10.4,777,5200.0,12,5,0.04,0,Mortgage,Medical,0
1432,27,57500.0,0.0,686,32400.0,48,2,0.06,1,Mortgage,Home improvement,0
1433,27,25600.0,2.2,720,8000.0,24,5,0.608,2,Own,Debt consolidation,0
1434,47,56900.0,9.2,783,14800.0,24,1,0.483,0,Rent,Home improvement,0
1435,34,38400.0,4.9,782,16300.0,36,3,0.267,0,Mortgage,Debt consolidation,0
1436,23,99000.0,1.8,716,53800.0,48,8,0.239,0,Mortgage,Home improvement,0
1437,40,57600.0,5.8,646,20900.0,24,5,0.306,0,Own,Medical,0
1438,52,90900.0,18.3,556,79000.0,36,5,0.099,0,Mortgage,Debt consolidation,0
1439,34,33600.0,7.9,687,1800.0,48,4,0.294,0,Own,Debt consolidation,0
1440,68,50400.0,25.4,758,41600.0,24,5,0.317,0,Mortgage,Debt consolidation,0
1441,59,30000.0,,698,1500.0,60,3,0.443,0,Own,Debt consolidation,0
1442,45,39900.0,9.2,394,9300.0,36,1,0.541,0,Mortgage,Business,0
1443,67,43000.0,24.9,740,38600.0,36,2,0.611,0,Rent,Debt consolidation,0
1444,40,34100.0,7.1,745,22800.0,12,3,0.306,0,Rent,Home improvement,0
1445,25,26700.0,2.3,646,16000.0,60,5,0.254,0,Rent,Business,1
1446,19,24200.0,1.0,749,16100.0,60,7,0.18,0,Mortgage,Debt consolidation,0
1447,67,15200.0,,720,6000.0,24,4,0.452,0,Rent,Debt consolidation,0
1448,68,28900.0,22.1,615,20700.0,48,5,0.196,0,Rent,Car,0
1449,57,67100.0,17.4,772,12200.0,48,7,0.149,0,Rent,Debt consolidation,0
1450,23,22000.0,5.0,569,15900.0,24,3,0.427,0,Mortgage,Car,1
1451,33,24700.0,8.7,665,21000.0,36,4,0.532,0,Own,Car,0
1452,20,120000.0,2.0,657,93500.0,60,3,0.235,0,Rent,Car,0
1453,20,35700.0,0.5,604,24200.0,36,6,0.249,2,Rent,Education,0
1454,31,57600.0,2.6,694,34800.0,60,3,0.57,0,Mortgage,Business,0
1455,48,67600.0,18.3,775,33300.0,12,2,0.2,0,Mortgage,Debt consolidation,0
1456,21,68300.0,0.0,770,26400.0,60,4,0.222,0,Mortgage,Debt consolidation,0
1457,70,22900.0,16.5,728,18000.0,60,3,0.348,0,Own,Education,0
1458,42,43700.0,11.3,534,26200.0,24,5,0.184,0,Mortgage,Debt consolidation,0
1459,31,21800.0,10.1,563,9100.0,36,4,0.236,0,Rent,Medical,0
1460,45,166600.0,11.4,683,119500.0,36,6,0.173,0,Own,Education,0
1461,59,22100.0,19.4,667,2100.0,60,4,0.24,0,Rent,Debt consolidation,0
1462,34,29000.0,0.4,630,21500.0,24,5,0.434,0,Rent,Business,1
1463,20,29100.0,0.0,822,21500.0,36,5,0.177,0,Rent,Education,0
1464,20,23200.0,0.0,678,5700.0,48,4,0.132,0,Rent,Education,0
1465,63,96400.0,20.3,713,7900.0,36,4,0.125,0,Mortgage,Education,0
1466,23,164600.0,0.0,749,108100.0,36,4,0.029,0,Rent,Medical,0
1467,51,38600.0,9.4,674,8500.0,36,3,0.519,0,Own,Debt consolidation,0
1468,38,25300.0,9.5,850,22700.0,60,4,0.381,0,Own,Debt consolidation,0
1469,59,,19.6,595,900.0,24,4,0.068,0,Own,Debt consolidation,0
1470,21,43400.0,0.7,622,10600.0,60,3,0.085,0,Mortgage,Home improvement,0
1471,65,41800.0,20.5,595,3600.0,36,7,0.561,0,Mortgage,Medical,0
1472,55,35400.0,16.4,795,25300.0,60,1,0.36,0,Rent,Education,0
1473,41,54800.0,,734,29700.0,24,2,0.238,0,Mortgage,Debt consolidation,0
1474,28,59700.0,0.7,626,46000.0,36,3,0.359,0,Mortgage,Medical,0
1475,69,57600.0,22.1,601,50000.0,60,1,0.207,0,Own,Debt consolidation,0
1476,34,41900.0,8.2,781,23800.0,48,3,0.175,0,Rent,Debt consolidation,0
1477,43,28300.0,12.7,699,7000.0,12,4,0.302,2,Mortgage,Car,0
1478,38,68400.0,8.9,783,8800.0,36,5,0.334,0,Rent,Home improvement,0
1479,30,49300.0,1.3,665,38800.0,24,2,0.202,0,Rent,Home improvement,0
1480,40,76400.0,10.9,711,19700.0,24,1,0.156,0,Own,Debt consolidation,0
1481,26,72800.0,3.2,694,58900.0,48,7,0.409,0,Own,Debt consolidation,0
1482,18,24100.0,0.0,620,19200.0,60,2,0.352,0,Rent,Debt consolidation,0
1483,33,23900.0,5.1,658,13900.0,36,3,0.261,0,Rent,Medical,0
1484,23,33600.0,0.0,575,18900.0,24,3,0.07,0,Mortgage,Business,0
1485,39,28900.0,11.1,710,24800.0,24,4,0.442,0,Rent,Home improvement,0
1486,63,71500.0,13.7,731,49500.0,36,4,0.099,0,Mortgage,Medical,0
1487,26,58400.0,0.2,749,36800.0,24,4,0.03,0,Mortgage,Debt consolidation,0
1488,18,84900.0,0.0,723,35700.0,60,2,0.244,0,Rent,Home improvement,0
1489,23,59800.0,5.0,660,27600.0,24,2,0.233,0,Own,Car,0
1490,44,54400.0,13.6,794,20700.0,24,2,0.15,0,Rent,Debt consolidation,0
1491,32,89300.0,0.7,741,76300.0,48,3,0.394,0,Rent,Car,0
1492,43,,14.1,781,36700.0,24,3,0.115,0,Mortgage,Debt consolidation,0
1493,19,50700.0,1.0,786,36200.0,36,6,0.204,1,Mortgage,Car,0
1494,35,102800.0,3.3,660,8400.0,36,6,0.374,0,Mortgage,Debt consolidation,0
1495,39,51900.0,0.8,701,40200.0,12,3,0.173,0,Mortgage,Debt consolidation,0
1496,40,42100.0,8.6,732,17100.0,36,3,0.239,0,Own,Education,0
1497,47,32200.0,15.0,578,21800.0,36,4,0.484,0,Rent,Debt consolidation,1
1498,59,69700.0,21.2,580,5900.0,48,5,0.319,0,Rent,Debt consolidation,1
1499,42,91000.0,7.0,566,73700.0,24,5,0.046,0,Mortgage,Home improvement,0
1500,62,47800.0,22.9,661,29200.0,36,3,0.105,0,Mortgage,Home improvement,0
1501,46,94300.0,4.5,643,41400.0,48,2,0.057,0,Mortgage,Debt consolidation,0
1502,31,18300.0,4.1,555,5600.0,12,5,0.241,0,Rent,Medical,0
1503,30,47700.0,3.5,682,15000.0,24,2,0.236,0,Mortgage,Debt consolidation,0
1504,35,48000.0,10.3,662,14800.0,24,6,0.152,0,Rent,Debt consolidation,0
1505,49,34100.0,16.3,765,5500.0,24,5,0.52,0,Rent,Business,0
1506,30,161400.0,7.7,831,71700.0,12,3,0.189,0,Rent,Car,0
1507,66,47400.0,15.1,707,20600.0,60,4,0.414,2,Mortgage,Education,0
1508,43,40000.0,12.6,614,16000.0,36,2,0.165,1,Mortgage,Home improvement,1
1509,63,49700.0,19.5,722,32200.0,36,6,0.431,0,Mortgage,Education,0
1510,54,18000.0,9.4,671,7300.0,24,3,0.305,0,Rent,Debt consolidation,0
1511,35,33500.0,0.6,651,4200.0,12,1,0.152,0,Rent,Home improvement,0
1512,30,80100.0,7.9,601,62000.0,48,6,0.561,0,Rent,Education,0
1513,57,35800.0,15.1,633,14700.0,48,3,0.193,0,Rent,Car,0
1514,35,32400.0,2.9,656,19700.0,60,4,0.358,0,Mortgage,Home improvement,0
1515,31,94300.0,4.6,734,79300.0,12,3,0.32,0,Mortgage,Debt consolidation,0
1516,67,95800.0,20.7,711,67300.0,24,5,0.262,1,Own,Debt consolidation,0
1517,43,63500.0,9.8,816,32300.0,48,5,0.105,0,Mortgage,Car,0
1518,20,39000.0,0.0,724,20000.0,36,2,0.409,0,Rent,Medical,0
1519,44,43500.0,16.1,704,33600.0,12,1,0.211,0,Rent,Business,0
1520,42,32800.0,12.6,646,24600.0,36,6,0.222,1,Own,Education,0
1521,63,29800.0,17.0,587,6000.0,12,4,0.23,0,Mortgage,Business,0
1522,55,29100.0,13.9,624,17000.0,60,4,0.313,0,Rent,Car,0
1523,28,36000.0,5.1,614,28300.0,60,3,0.031,0,Own,Home improvement,1
1524,25,29200.0,0.0,465,21400.0,36,7,0.188,0,Rent,Medical,0
1525,49,22400.0,13.4,589,3500.0,36,6,0.277,0,Rent,Car,0
1526,20,54700.0,0.0,798,23000.0,48,5,0.345,0,Mortgage,Debt consolidation,0
1527,34,55100.0,6.2,699,27000.0,36,3,0.285,0,Rent,Home improvement,1
1528,25,114700.0,0.0,640,30900.0,48,4,0.046,0,Rent,Business,1
1529,19,35100.0,0.0,702,22000.0,36,2,0.188,0,Rent,Debt consolidation,0
1530,66,56800.0,24.1,514,25800.0,60,2,0.391,0,Mortgage,Home improvement,0
1531,22,57300.0,1.8,693,17400.0,24,2,0.183,0,Own,Home improvement,1
1532,18,43200.0,0.0,772,14500.0,36,5,0.065,0,Own,Car,0
